protocol,duration,src_bytes,dst_bytes,pkts,conn_rate,failed_logins
udp,1.4206496649086722,4800,3803,5,3.31135993141766,1
icmp,1.5216568963761063,3925,3992,10,3.021708856849416,0
icmp,1.653334800954382,3465,2427,8,1.7974321489438716,0
tcp,1.629288903271708,5371,3497,10,1.6075391907313425,0
icmp,0.8321480139825744,3891,1918,9,3.1570945532200154,0
icmp,1.5296439578648666,2622,4091,2,3.4365613214289503,0
icmp,1.704301647983713,5830,5685,8,1.1404434650875561,0
icmp,15.474089319577741,249416,131935,262,13.466465359156523,3
udp,0.5410724364713215,5437,3515,7,2.499240570678177,0
udp,0.6272032283897135,3831,4465,11,3.6287560343142626,0
tcp,0.75747284555701,3704,3064,8,1.0862994151782064,0
udp,0.40737201129431266,4044,4454,4,1.6289778775943575,0
tcp,0.0,3895,4396,9,2.3340109884350047,0
udp,0.9345767830777172,6655,4891,15,0.7213039355530857,0
tcp,1.3883003113430972,4192,3761,6,2.4533554269647135,0
udp,0.8534567459033817,4549,2845,9,2.9925882895262585,0
tcp,1.1140048216072382,2875,3609,5,3.051564658214126,0
tcp,1.1912357760945234,5205,5236,9,4.088614253684975,0
tcp,0.8334619399063464,3166,4829,9,1.7476920377022802,0
tcp,1.1555358982612758,3731,4843,2,3.6971316370053273,0
tcp,0.5711068585317173,3342,3532,5,2.3587566918019633,0
udp,0.4899986753379321,5398,3920,7,2.5598935654126276,0
udp,0.22244545906698288,2855,3803,6,2.5488000210642987,0
icmp,0.835419244328814,3158,5159,5,2.3922245386426852,0
icmp,0.5846872677945695,4528,5401,4,1.6365086548379684,0
tcp,0.2068732464763705,5697,3729,8,2.299237954971195,0
udp,1.1107838702042543,5480,2709,2,2.9198152148545455,0
tcp,1.2655313319002064,2624,5302,8,2.9011367137422006,0
udp,0.8838060325067706,3993,4409,4,2.459869634911463,0
icmp,0.8986631789663965,1129,3014,1,2.0059543496253185,0
tcp,0.4708465018759136,6277,5490,11,1.5888481980998508,0
icmp,1.0316893436887968,5019,3430,5,3.1590595482364305,0
icmp,1.359305941450047,1523,2456,12,3.331381205689522,0
tcp,0.9695065630711879,5523,2841,9,1.6305071374490077,0
udp,10.003065180111356,112703,13100,118,15.898984389164113,6
tcp,1.5547283115125765,5059,4015,3,1.770291510807882,0
udp,0.9376749628525907,3809,3378,4,3.404816576740372,0
tcp,3.25669012414126,90323,25707,194,26.19435761449236,6
udp,1.181341644478228,3551,3707,6,4.180949058411912,0
udp,1.0337472690706324,5125,3290,8,3.093588641004028,0
udp,0.5020678953775437,4387,4893,11,1.3642083496393258,0
tcp,1.263180781184891,4979,3461,5,2.77262079506109,0
udp,1.1705607430314338,3910,3159,13,2.6422375187137335,0
tcp,0.8973582099741969,4721,5082,7,2.8413920677451574,0
icmp,0.577010389748777,5380,5612,8,1.5193201404223367,0
udp,0.5111664451456821,3870,4177,16,2.810339286710281,0
tcp,0.0,3544,3694,7,2.993720052302594,0
icmp,0.6839770478069088,3645,2922,8,1.5631564585041204,0
udp,0.39919505484639217,2537,3501,8,3.538014954608361,0
udp,0.6406775420891017,3531,4268,9,2.1718667949888375,0
udp,1.220817768971293,6177,4010,9,1.5207884782973373,0
tcp,0.8516781193980018,3647,3945,3,2.752439041048819,0
icmp,0.7251837306591744,6432,4322,9,2.130211161121094,0
icmp,0.0,3464,3841,8,3.5682092912645036,0
icmp,1.2527178514368005,2306,4069,7,1.9171312069889788,0
icmp,0.7151824651547873,2876,5742,7,2.6941723474960813,0
icmp,0.24273197878913855,4861,4283,8,2.314985401267481,0
tcp,15.413612866103005,23096,173793,295,24.014592463486007,8
udp,0.5261569184210815,3049,5535,7,2.9407748186795706,0
udp,17.801132299544545,151086,131136,186,22.50772457697264,5
icmp,0.7886859235390591,3292,3137,5,2.12947627429554,0
udp,1.329518853284478,4561,6211,5,2.6767337522436225,0
icmp,1.0751307596725894,3927,2315,5,2.1446456512777594,0
icmp,0.8085669966012126,5747,4153,8,2.533888094674352,0
icmp,1.4624468088634246,2410,1846,10,2.2122068702489655,0
tcp,15.146815152849578,43749,189272,268,23.59546472446114,11
tcp,0.7643033241711176,3349,2155,7,2.21169978652905,0
icmp,1.1548087626092447,3476,3940,8,1.5340599167412412,0
tcp,0.4653580516947357,3182,4398,8,3.1997235402443542,0
icmp,0.016523623168135937,2601,4246,7,2.21618311265921,0
udp,1.4568239075679763,2856,4501,10,2.3273181438306527,0
udp,0.0,3689,4925,7,3.712319645494441,0
udp,0.00272746879205521,5275,4076,8,2.5461557020646746,0
udp,0.4683898135739309,4009,3754,14,2.688341060061787,0
tcp,0.8693647399628883,4265,4700,8,2.5213990652293474,0
tcp,1.8918761261428603,5659,1741,10,3.0052699958797437,0
icmp,1.0280473140202844,4241,5256,7,2.7283537362765142,0
icmp,0.9254786054870651,4276,5866,5,2.33104276510163,0
udp,1.1595940487148289,5446,3742,4,1.0442169345281944,0
icmp,0.41579477389867364,3506,2839,6,1.805869370340655,0
icmp,0.9563636144323984,5569,3042,8,2.0459177695633097,0
tcp,1.3655223331311945,2380,2533,7,3.003494419102287,0
udp,0.9126671890962004,2614,3618,8,2.180709680539492,0
tcp,0.8591745213477328,2289,1979,10,4.096065630723745,0
icmp,1.1357165851289095,2864,4506,11,2.5546356658544123,0
tcp,0.3312766514523039,3646,1392,4,1.925486580717529,0
icmp,15.420650156313812,170445,201081,285,43.1993902537218,1
icmp,0.6664893061482698,4566,4476,10,2.2761874913946722,0
udp,0.5158836681615753,4332,2109,7,3.5686139520621234,0
tcp,1.053649408639501,2863,3050,9,2.0647235551713434,0
icmp,0.6748429291939566,3670,5193,4,2.536686563906986,0
udp,5.361273651742322,113724,131161,228,29.08214049685443,4
tcp,1.4805829164961892,2786,4007,5,2.3664570054645773,0
icmp,17.168076462758744,123290,239266,107,24.308778435814578,1
tcp,1.3074252197991871,3041,2747,9,2.4165347353648166,0
udp,0.08350173172914965,3666,2142,8,2.7252128940361944,0
tcp,1.9168824149818413,4254,3662,9,1.8970016001768668,0
tcp,0.9287943893258908,2773,3725,8,3.095228594304428,0
tcp,0.25271565605832247,4205,1651,11,2.7380099368577704,0
icmp,1.0560472127325655,3886,2762,8,2.4898580259133416,0
icmp,1.1331421275633458,5697,3794,4,2.2059250900627703,0
udp,0.1348568132225645,4354,2361,3,2.636919493611768,0
icmp,0.8244388088121618,3926,4779,6,1.6984353300915855,0
tcp,4.237903380559851,153445,127180,219,29.50761839178575,10
tcp,1.8047192869704136,5247,2762,12,2.0110761092331475,0
tcp,1.697601951765467,4264,5138,10,4.295250108409599,0
tcp,0.8512040280169166,5579,4088,6,3.686975650765241,0
tcp,24.2448250171333,147985,150146,182,25.94879322475467,10
udp,0.7052264666929646,3131,2512,8,2.294725989245862,0
udp,0.0,4443,5407,1,2.169393783434299,0
icmp,0.15132007252834268,3132,4111,13,3.34416686750746,0
tcp,0.36208832028949317,4522,3614,10,3.0726745813720795,0
udp,1.0043535998996,3700,3908,5,2.516194769881584,0
udp,10.22971334701074,102430,8809,302,21.915138778942353,10
udp,0.4417070037625764,2916,3520,5,1.8574200518599546,0
icmp,1.3180260418603185,3904,4045,8,2.746184271444778,0
udp,0.6841260353661345,5079,4390,2,1.7360503974039192,0
tcp,0.4410204837477148,3214,4272,4,1.4797783006345744,0
icmp,0.9758125847263817,2580,2185,7,2.0124948828137934,0
tcp,0.15737602918567517,3564,3656,6,2.054987952060886,0
udp,0.8226857945830682,2177,5950,11,2.483841348964078,0
tcp,0.6778451460503533,3248,4172,9,1.4265319355246062,0
udp,0.5656068128097297,2798,1822,4,2.1304841206246503,0
tcp,0.0,3554,4606,7,2.6484836192565764,0
udp,8.299791500434585,53034,229704,253,45.103979881432494,1
tcp,1.128052960445938,3102,3858,11,3.6180155542208166,0
tcp,0.18617323071214287,4368,4753,12,3.1137702423365954,0
icmp,1.048016474779386,3338,4109,15,2.716766117960513,0
icmp,0.8256477846074328,5598,3008,4,2.9400181894772817,0
udp,16.12595327639626,69178,202995,467,19.690553745381322,1
udp,0.9802315483970327,2761,5402,5,2.7340882023367987,0
tcp,8.196326481875417,111154,308055,286,27.096329395894024,4
udp,0.7471646429119126,6447,5273,5,2.7889169263114404,0
udp,1.2283614280984443,4172,5163,13,2.397766358098644,0
tcp,0.3216875755235499,3671,3150,4,2.7713888394045303,0
tcp,1.5214064615961043,3343,4276,10,1.4687317993095361,0
udp,0.9321537583755043,4627,3099,4,0.8196229587335193,0
tcp,1.8655596403543362,4091,4776,4,2.2003080561294945,0
tcp,0.63654804695809,3036,4494,7,2.4988209047194383,0
icmp,1.348293344105924,4763,2970,8,3.6872408477688188,0
tcp,0.7046935609111281,4187,4436,8,1.9682629474549147,0
icmp,0.27707158747331084,2793,3233,6,2.4461079244015087,0
tcp,0.7238869051846275,2122,2724,5,3.9398839791256917,0
tcp,0.5649682932567571,4592,4469,8,1.1689998705172433,0
icmp,0.8096033380187628,4692,3310,6,3.584711664759117,0
udp,0.6564056275639695,4658,4711,7,2.8939931321275894,0
tcp,1.2999359837658808,5202,3943,4,3.316908857546667,0
tcp,0.9829888608516739,3181,2071,5,2.2340854419560072,0
udp,1.2923080715552908,4702,3924,9,2.6365504404237363,0
icmp,0.5350975205825401,3023,1805,9,1.2569426068206233,1
tcp,0.0,4095,3802,2,2.3707923871776218,0
udp,0.6193850736527352,4153,4836,9,2.059483433097331,0
icmp,0.734680602399944,3510,3450,5,1.9071537166079304,0
tcp,1.428428879406776,3904,3309,8,1.512868996665067,0
udp,0.03834015071717212,5238,5142,6,4.392034034644125,0
udp,0.7918408148795885,5538,4804,14,1.752026135280895,0
tcp,0.7160083677252411,3127,3213,11,2.2257534510760104,0
udp,0.6562812587580156,5524,4438,6,2.3078557317192896,0
udp,1.500753174445764,3626,4263,7,3.168987023699108,0
icmp,0.6203760120424684,2863,2032,7,2.4018133067562455,0
icmp,0.9571891558004562,5874,5368,8,2.1755119833974477,0
udp,0.13821336369662074,3623,4433,7,2.760896617629923,0
tcp,0.0,4538,4312,4,2.8515562592951276,0
tcp,19.399308978991655,104603,115964,137,17.363966895314686,15
icmp,0.25605664620406055,2598,4048,9,1.8675490428202077,0
udp,0.8393767903629897,1840,4056,3,3.239544659671363,0
tcp,1.0692767474334415,4705,4752,6,1.5688019642272504,0
tcp,1.2994355842398542,4754,4791,10,1.8137688314639122,0
icmp,10.66849545542261,155337,42054,255,26.193220043288573,8
udp,0.8115900822115194,3690,4909,13,2.3307239422784116,0
udp,0.7261658401775669,3150,3075,9,3.0488403817395078,0
icmp,1.1850669507304952,3951,3497,9,4.155805967610589,0
tcp,0.6242414946969965,2845,2700,7,2.6125871842081745,0
tcp,0.6746173728319254,1898,5927,13,2.2688168984242907,0
icmp,1.2123543864511854,1999,3253,3,3.0908225694248865,0
icmp,1.1676573031108715,4533,2919,12,4.509818864021048,0
icmp,2.081920344128843,3579,3691,2,3.1367190263778983,0
tcp,0.6721728461314522,3043,5259,8,3.758814349294917,0
udp,1.0356728148833545,4458,3817,5,2.7101377017701536,0
udp,0.665552826623538,3956,5241,8,2.4936433821949753,0
icmp,1.0533076959265821,4309,3709,7,2.2094589691857056,0
icmp,0.0,4976,3475,9,2.883505447104702,0
tcp,0.6283580696552643,1241,1984,8,3.191061707756008,0
icmp,0.408129922741146,1203,4464,7,2.277663780463189,0
tcp,0.47548145972958994,4511,4210,11,2.3739187610719865,0
tcp,1.1059474147547657,3804,2125,13,0.9965834402990363,0
icmp,3.924389986825812,48465,126987,353,42.51098567264478,12
icmp,10.223980172445465,92903,45298,225,28.839166099726445,9
tcp,0.2882515760673051,4880,2996,1,2.8585678172544835,0
tcp,0.8521496157213867,3352,3770,7,2.620257232579077,0
tcp,0.6129771943089194,3934,4472,13,1.9153582467626162,0
udp,0.7308629939313711,2415,4372,9,1.4222473482506814,0
icmp,1.0880211729216698,7163,4068,9,2.5948767575235654,0
udp,1.0987136255955587,3543,5757,10,2.0098734372999805,0
tcp,0.6826406408958429,3773,2696,13,3.496376315830137,0
udp,0.8356893561406102,6604,2804,10,2.0473824648340107,0
tcp,0.860545165653146,4873,3286,4,1.9870542997078084,0
tcp,17.662777671820965,114629,57812,415,19.589337094559003,9
tcp,0.0,4640,4867,4,3.0211502928599754,0
tcp,12.870875066816552,146758,76208,182,21.41848882029122,15
icmp,0.9684085373729774,5250,4086,5,2.3995314505484764,0
tcp,0.4965692077778596,4423,2279,12,0.9411212474772879,0
tcp,0.2783867436736508,2404,3881,12,3.451177903601312,0
udp,1.2007126375766648,3706,5506,11,2.9032017513322907,0
tcp,1.1043666852881677,4008,4493,9,2.519571084083904,0
tcp,6.593203115960388,73182,99564,125,28.102787315776485,10
tcp,0.9894123496958829,3682,2371,7,2.653645214918618,0
udp,0.1725990893956787,3267,3699,7,2.7446287465564922,0
udp,1.2449742675921656,4921,4036,6,1.6708592407153493,0
tcp,0.8941446947622839,3925,3482,7,2.713249844289952,0
icmp,0.6372319899279828,1872,4270,8,4.018565078599594,0
udp,0.9052241529332201,4198,1123,9,1.128899307146147,0
icmp,0.7745639237142116,6907,2631,8,2.388865112569124,0
udp,0.6468543068171664,1857,3718,10,2.2074946069149677,0
icmp,0.0,3904,3442,4,2.8395219859329486,0
icmp,0.5540716260442917,3175,2835,5,3.3768395480657603,0
tcp,12.843197319851512,109469,182573,214,13.039378589529228,5
udp,0.8346470258361961,5166,4845,5,2.2913102558163008,0
udp,1.3215375321196308,2896,5364,13,2.633232302635932,0
tcp,0.20921345126316793,4914,2999,8,3.0092032293237994,0
icmp,0.0,5180,3773,7,2.660134019851931,0
udp,9.412321492991612,20466,192043,183,21.097697409295254,2
tcp,1.783363375713722,3235,3194,14,2.5385552499818824,0
icmp,1.1494541040019046,2534,2813,9,2.9978783078215403,0
udp,8.187131532833014e-06,2476,4325,2,3.6051930845111575,0
tcp,0.9624374981265351,5176,4668,6,3.0269545057727587,0
tcp,0.5887973982055971,6304,3489,9,2.9612838466325235,0
icmp,1.4090920660799207,3784,4155,10,1.548702405548084,0
icmp,1.327042592789137,5181,3173,12,2.9318658070457966,0
tcp,2.8028222186590597,111734,96614,252,2.637090709296686,11
udp,1.508305779638002,5152,2889,9,2.643367248115001,0
icmp,1.262316369955562,2460,4832,8,2.681898768972969,0
tcp,0.6701442892968119,4093,1403,6,2.2847064322042883,0
icmp,0.30624590476224384,3632,2903,5,2.2910876920039893,0
tcp,0.9321907069006217,5320,2389,4,3.4541998613435063,0
udp,0.838244026643689,4182,4345,7,1.1643703430054315,0
tcp,13.847452022439658,133071,84620,395,16.891822524148303,6
icmp,16.370388171187336,164316,140041,229,30.458186942570606,13
icmp,0.7378440151599208,3990,3805,6,1.4193814640139062,0
icmp,13.817224446604218,153969,88347,309,25.13817487952725,8
icmp,0.5919124764100722,2966,3889,9,1.6619255326147069,0
tcp,0.497887260253091,1505,2235,3,3.0443883470080904,0
icmp,0.7937007796217596,2912,3929,8,1.6075570548463993,1
udp,1.0966783407595815,2394,2173,3,2.047482892498797,0
tcp,1.0192965162564969,4152,5077,5,4.23282500416412,0
tcp,0.5112448585913737,5022,4570,4,2.7614367913119353,0
tcp,0.428716082726867,3381,5482,5,2.47644302983432,1
udp,15.885101944131915,170699,177582,163,19.34027441623507,5
udp,0.9300817512500003,3286,4176,7,3.77738754244763,0
udp,0.7015714407993755,3870,4295,6,2.9203763820153585,0
tcp,0.8658726608234522,4168,2465,7,0.4321106792954037,0
tcp,0.7332133740055445,4133,4501,9,2.526905741394511,0
icmp,0.6942915235720787,4540,4727,5,1.6193511994577927,0
icmp,1.3398876288466248,4141,3915,8,2.288240427966419,0
tcp,0.6902918454280198,3428,2671,11,3.0282271390668125,0
udp,1.5894030437227977,3449,3514,7,2.738029756167788,0
icmp,1.172879729912214,3296,4446,9,1.813071939930785,0
icmp,1.1384543605831452,5585,2096,11,1.165628903825898,0
tcp,0.0,2292,4996,6,3.471450215408706,0
udp,0.39741844109870367,5799,2686,10,3.006794868740715,0
tcp,6.431961809952837,151208,194351,257,20.876247274202544,12
icmp,1.497053876189106,1581,2447,7,2.0768770783118904,0
udp,0.9646395534956167,3292,3018,10,1.9116843701676371,0
icmp,0.48331399312991097,4796,3565,5,3.110734329110382,0
tcp,11.647397073758004,124424,205629,249,21.738646674413562,1
tcp,0.5418523547205808,4372,4033,5,2.9851060543478996,0
tcp,0.7000651812599109,3222,3905,10,1.7883239450786927,0
udp,1.067496138892048,4530,4211,1,2.433410294428617,1
udp,0.523018694061695,1658,2650,8,1.6960967351008873,0
tcp,0.8574035462067011,4209,2814,11,2.265324374819921,0
tcp,0.1413481197987696,3295,4744,11,2.163683938956296,0
udp,13.454907626885197,124806,76034,255,16.318591272328888,10
udp,0.21958796499300293,199,5107,11,2.4978075209406625,0
icmp,0.8877600301017295,4438,5532,5,2.712211531783999,0
udp,0.47490283305883757,3290,2915,8,2.117012854640701,0
udp,0.5466002471125802,6281,3024,10,1.933310416252954,0
icmp,0.5771909298004907,1968,2200,9,2.896848512603386,0
icmp,0.3634217552276942,3912,3201,6,3.2843463788122436,0
tcp,1.3048387831236763,4679,5024,4,2.639462346666235,0
icmp,1.3855093011090251,2567,3187,6,2.5381628579259905,0
icmp,1.5233017145817183,4227,4971,8,1.0821200382187552,0
icmp,0.3340011504030988,2410,2925,5,1.8575595567092287,0
icmp,0.9350766944731438,2920,1901,8,3.427887708752814,0
icmp,1.654992161930104,4368,2738,1,2.9578700427720706,0
udp,0.9482820463089648,2736,3773,5,3.0848987294343813,0
icmp,1.313531155402182,5135,3215,1,2.6384556190883766,0
udp,0.5688008872795725,3747,3221,8,2.7784485130277434,0
tcp,14.574874098874064,124191,126083,78,18.64065973446519,8
icmp,1.056786126439067,4339,2838,4,1.5095732710699479,0
icmp,0.29456392279319643,3345,3951,10,2.707279609694436,0
udp,0.049238149989170976,2145,4613,12,3.292078610577344,0
tcp,1.2128725720441818,4242,3245,6,2.160822230595427,0
icmp,0.33831749486372686,3066,5683,15,3.031792068816415,0
icmp,0.0,4290,3396,10,2.537911629177712,0
udp,1.8656227645250454,3485,3937,10,2.1717928580922665,0
tcp,0.7442147166354616,3014,2437,10,3.055885762770806,0
tcp,1.2317273610660828,1883,5065,8,2.4178221096012846,0
tcp,9.565662408717778,126203,106931,264,28.242601935932967,11
icmp,10.491229952307517,142453,106602,197,4.481563604923203,6
tcp,1.2340930696022174,3389,2699,7,2.0450654294723623,0
icmp,0.6375358724341955,3863,4128,12,2.7963907273983284,0
udp,0.32810718167870256,1552,5075,2,3.1504243308760147,0
tcp,0.6250884266732166,4199,2664,6,2.15213585924351,0
icmp,0.2681777557671562,4246,4787,10,2.9812716482000274,0
udp,1.6433190241442008,4768,3997,9,2.95002416431739,0
icmp,0.6937038025161469,1426,2227,5,2.9017593515079247,0
udp,0.9386966792960889,2732,3045,5,2.3063527927742173,0
udp,0.364713737198545,4245,2473,8,2.241006879963849,0
tcp,0.03332851947483784,2113,2756,11,2.426760175507461,0
icmp,1.8372555361980454,3632,3263,4,2.575566983584125,0
tcp,0.6850709255316475,4605,4422,5,2.9500983307555733,1
udp,1.2356038756252248,3953,3744,7,1.39745524133207,0
icmp,1.2017865480948728,3413,2489,8,2.7832925624622527,0
udp,0.744364635326208,3331,4957,6,2.38775330932648,0
icmp,1.3518263598566393,1941,4062,8,2.9220762414688664,0
udp,0.0,1767,4832,7,2.8416609167373594,0
icmp,1.0067615549941364,5895,4377,13,3.252890797954577,0
udp,0.9024745023598486,5739,3753,6,2.0061752275850195,0
udp,0.3286201847633564,5358,5494,10,2.862752978029989,0
udp,0.7472199919685139,4274,3171,7,2.7190362387298146,0
udp,1.2988986689044748,4998,2895,7,3.4179760267974224,0
icmp,0.38083864554107044,2306,2884,10,1.971924820229805,0
tcp,0.4514771941892005,5722,3854,12,3.4908480397079056,0
icmp,0.22528283026877594,3943,2799,7,1.8954939661634764,0
tcp,0.4125621846953783,6574,2681,2,2.179769402844128,0
tcp,0.7619022112307584,5381,6470,3,2.2027215840568113,0
tcp,0.3846186246598203,4116,1439,11,3.4362626969385173,1
udp,0.5190076877137769,5046,3475,5,0.9861222230085049,0
udp,0.31313727923723883,1455,3243,15,2.1190990381192836,0
udp,1.1018544442388905,3733,3563,7,2.4144862516622796,0
tcp,0.6794863508855166,3925,3769,9,2.357889013147575,0
udp,0.445493928748984,2616,3953,5,2.2402967356346117,0
icmp,0.5902597046124228,4626,4010,5,2.5534451578983575,0
udp,1.7403728565604248,3020,2949,11,1.5317658561721923,0
tcp,0.8572546525192469,4708,4078,9,3.188900278049943,0
tcp,1.333732603101452,2473,3493,9,2.537773476288784,0
icmp,0.7622339950325975,3003,3294,6,2.5341414246187144,0
udp,1.2818738899065663,3208,2507,7,2.737702923918567,0
tcp,0.8872312046170431,4667,4321,8,3.154075850322758,0
icmp,1.6521218036277485,5190,5071,3,2.627391168434709,0
tcp,1.176081214591464,4558,4397,15,1.6241624662950638,0
udp,0.8431341978967384,1418,3179,8,3.1950872273863684,0
udp,0.24930476284196157,4217,1580,6,2.1300675232361135,0
tcp,1.432538710796225,4748,4854,6,3.0897094009292214,0
tcp,1.5350629835973337,4296,3914,8,1.857335636208357,0
tcp,0.07536681620435548,2976,4791,8,2.231914615618259,0
icmp,5.377111746096838,186785,128458,194,32.289726330920814,6
udp,0.7860300776707548,4120,5025,8,2.538070696488913,0
tcp,0.6413889545356111,4817,2734,5,2.67239671764636,0
tcp,0.0,4270,3006,8,3.6118246933600355,0
tcp,1.1392221549509265,4210,3722,9,3.376513144903853,0
udp,0.5253474554288109,4006,2481,7,3.4211593473388833,0
tcp,0.746450652133995,3569,3898,5,1.8555734516649298,0
udp,0.0,4652,5157,7,3.012553046297688,0
tcp,1.1547384694029312,3230,3904,8,4.619987783339194,0
icmp,0.5923654475721646,2348,3759,1,2.2787178928272462,0
icmp,0.1894994787751615,4962,2261,10,3.432504325616329,0
udp,0.0,3251,3829,8,1.97745539817469,0
icmp,15.977628316459276,176681,121899,106,21.837360052292638,7
tcp,1.204350047861304,4104,4918,3,2.6296923872649938,0
udp,0.7497103468103704,4454,4417,8,1.497577112463683,0
tcp,1.1114260577297475,3838,2920,8,3.6595778940739265,0
tcp,0.8030771899776404,3141,2422,8,3.433748641478595,0
udp,1.1514089885985546,4521,5444,12,1.9152867271454732,0
icmp,0.1465856110571635,3221,3283,6,2.8104656983717735,0
udp,1.1732367480760617,3913,4363,9,3.435875474244008,0
tcp,1.1157379460308068,4478,2938,5,0.8546959562020293,0
icmp,1.5671537989037077,4859,1935,9,2.424089160753708,0
udp,0.19793127553934997,4034,1519,7,0.7569785380448306,0
udp,0.17118603061057047,3813,3994,8,2.4818773261895513,0
icmp,1.3229388289392996,3964,2279,9,2.280198686353177,0
tcp,0.6465059189169292,2803,4832,11,2.3687525050922584,0
tcp,1.5445192555794667,5250,4303,7,3.0234575414198552,0
icmp,0.0,2468,4162,7,3.0122511365815017,0
udp,1.6847674781228117,4412,2376,5,2.851934399871455,0
udp,0.42177039325645405,1521,4233,10,3.1814670772021323,0
tcp,0.6810265723277554,5414,4182,9,1.6806382765932464,0
icmp,0.34167349842257677,1093,3751,6,3.843598603026594,0
udp,0.15469969743207923,3473,3707,5,3.352177010404542,0
udp,0.0,5001,2930,13,3.989667691255977,0
tcp,1.565836034921174,4246,4357,6,2.941477782653936,0
udp,1.018577046617493,5631,2420,5,3.4753169126179166,0
icmp,1.3994702076816883,5413,4884,5,3.444771382915243,0
tcp,0.0,4167,4258,2,3.377773009718105,0
icmp,13.90594112233488,67478,142419,301,19.580239503308754,9
